movie_id,overview,popularity,release_date,title,vote_average,vote_count,genres,keywords,month,year,director,producer,actors,characters,tags
8079,"reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",15.26,2007-11-09 00:00:00,om shanti om,7.0,286.0,comedy thriller drama,"['1970s','musical','reincarnation','psychopath','sociopath','revenge','betrayal','disco','predatorturnsvictim','unlikelylovers','womandirector','desireforfame','2000s','crossover']",november,2007.0,joyeetachatterjee,sanjivchawla,shahrukhkhan deepikapadukone arjunrampal shreyastalpade kirronkher,omprakashmakhija/omkapoor shantipriya/sandy mukesh“mike”mehra pappumaster belamakhija,reincarnated 30 years after being killed in a suspicious on set fire  a small time actor is determined to punish the person who ignited the blaze  comedy thriller drama   1970s   musical   reincarnation   psychopath   sociopath   revenge   betrayal   disco   predatorturnsvictim   unlikelylovers   womandirector   desireforfame   2000s   crossover   shahrukhkhan deepikapadukone arjunrampal shreyastalpade kirronkher omprakashmakhija omkapoor shantipriya sandy mukesh mike mehra pappumaster belamakhija joyeetachatterjee sanjivchawla
105379,"in south africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",21.859,2012-03-31 00:00:00,blood money,6.1,7.0,drama action thriller,[],march,2012.0,,mukeshbhatt,kunalkhemu amritapuri manishchoudhary miauyeda,kunalkadam arzoo dharmeshzaveri/rajanzakaria rosa,in south africa a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing drama action thriller  kunalkhemu amritapuri manishchoudhary miauyeda kunalkadam arzoo dharmeshzaveri rajanzakaria rosa mukeshbhatt
10757,"years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",13.112,2001-12-14 00:00:00,kabhi khushi kabhie gham,7.8,464.0,comedy drama,"['london,england','parentchildrelationship','delhi,india','adoption','forbiddenlove','reunion','classdifferences','familyconflict']",december,2001.0,nikkhiladvani,karanjohar,amitabhbachchan jayabachchan shahrukhkhan kajol hrithikroshan,yashvardhan“yash”raichand nandinichandranraichand rahulraichand anjalisharmaraichand rohanraichand,years after his father disowns his adopted brother for marrying a woman of lower social standing  a young man goes on a mission to reunite his family  comedy drama   london england   parentchildrelationship   delhi india   adoption   forbiddenlove   reunion   classdifferences   familyconflict   amitabhbachchan jayabachchan shahrukhkhan kajol hrithikroshan yashvardhan yash raichand nandinichandranraichand rahulraichand anjalisharmaraichand rohanraichand nikkhiladvani karanjohar
44977,"to avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in chicago. two cops from mumbai are assigned to the case.",12.745,2013-12-20 00:00:00,dhoom 3,6.0,232.0,action crime thriller,"['circus','bankrobber','sequel','heist','bankheist','motorcyclechase']",december,2013.0,sonaljoshi,adityachopra,aamirkhan abhishekbachchan katrinakaif udaychopra jackieshroff,sahir/samar a.c.p.jaidixit aaliya ali iqbalkhan,to avenge his father s death  a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in chicago  two cops from mumbai are assigned to the case  action crime thriller   circus   bankrobber   sequel   heist   bankheist   motorcyclechase   aamirkhan abhishekbachchan katrinakaif udaychopra jackieshroff sahir samar a c p jaidixit aaliya ali iqbalkhan sonaljoshi adityachopra
974025,a murder investigation becomes complicated after the cops discover a pair of lookalike suspects.,13.687,2023-04-07 00:00:00,gumraah,0.0,0.0,action crime thriller,"['remake','basedonmovie']",april,2023.0,,bhushankumar,adityaroykapur mrunalthakur ronitroy vedikapinto,   ,a murder investigation becomes complicated after the cops discover a pair of lookalike suspects action crime thriller  remake  basedonmovie  adityaroykapur mrunalthakur ronitroy vedikapinto   bhushankumar
360814,"dangal is an extraordinary true story based on the life of mahavir singh and his two daughters, geeta and babita phogat. the film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",15.615,2016-12-23 00:00:00,dangal,8.0,809.0,drama family comedy action,"['parentchildrelationship','smalltown','feminism','empowerment','strongwoman','training','biography','wrestling','sports','autobiography','domesticabuse','fighting','womanhood','endurance','womanvswomanfight','femaleempowerment','determination','strengthtraining','abusivefather','overcomingfears','fatherdaughterrelationship']",december,2016.0,,kiranrao,aamirkhan fatimasanashaikh sanyamalhotra sakshitanwar aparshaktikhurana,mahavirsinghphogat geetaphogat babitakumari dayakaur omkar,dangal is an extraordinary true story based on the life of mahavir singh and his two daughters geeta and babita phogat the film traces the inspirational journey of a father who trains his daughters to become world class wrestlers drama family comedy action  parentchildrelationship  smalltown  feminism  empowerment  strongwoman  training  biography  wrestling  sports  autobiography  domesticabuse  fighting  womanhood  endurance  womanvswomanfight  femaleempowerment  determination  strengthtraining  abusivefather  overcomingfears  fatherdaughterrelationship  aamirkhan fatimasanashaikh sanyamalhotra sakshitanwar aparshaktikhurana mahavirsinghphogat geetaphogat babitakumari dayakaur omkar kiranrao
37737,"a wounded man searches for his sweetheart in the mexican desert while on the run from the police, bounty hunters, and others.",12.588,2010-05-21 00:00:00,kites,7.2,180.0,drama action romance,"['dancing','interracialromance','fugitive','tragicevent','desert','danceinstructor']",may,2010.0,anuragbasu,angeliquemidthunder,hrithikroshan bárbaramori kabirbedi kanganaranaut nicholasbrown,jaisinghania natasha/linda bobgrover gina(specialappearance) tonygrover,a wounded man searches for his sweetheart in the mexican desert while on the run from the police  bounty hunters  and others  drama action romance   dancing   interracialromance   fugitive   tragicevent   desert   danceinstructor   hrithikroshan bárbaramori kabirbedi kanganaranaut nicholasbrown jaisinghania natasha linda bobgrover gina specialappearance  tonygrover anuragbasu angeliquemidthunder
444713,"india's most wanted black money agent, vicky chaddha, gets arrested in malaysia and is kept in a safe house by the malaysian authorities, along with his wife. a team of four is being sent to malaysia to bring them to india. apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. the story follows karan as he uses his brain and brawn to recover all of the laundered black money.",12.283,2017-03-02 00:00:00,commando 2 -  the black money trail,6.0,32.0,action thriller,"['moneylaundering','specialagent']",march,2017.0,,vipulamrutlalshah,vidyutjammwal adahsharma freddydaruwala suhailnayyar thakuranoopsingh,captainkaranvirsinghdogra bhavnareddy bakhtawar dishank vickychaddha,india s most wanted black money agent vicky chaddha gets arrested in malaysia and is kept in a safe house by the malaysian authorities along with his wife a team of four is being sent to malaysia to bring them to india apart from the growth of inter personal relationships the mission has quite a few twists and turns on its way the story follows karan as he uses his brain and brawn to recover all of the laundered black money action thriller  moneylaundering  specialagent  vidyutjammwal adahsharma freddydaruwala suhailnayyar thakuranoopsingh captainkaranvirsinghdogra bhavnareddy bakhtawar dishank vickychaddha vipulamrutlalshah
14395,"dev and maya are both married to different people. settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",14.552,2006-08-11 00:00:00,kabhi alvida naa kehna,6.4,174.0,drama romance,"['adultery','extramaritalaffair']",august,2006.0,tarunmansukhani,karanjohar,shahrukhkhan ranimukerji preityzinta abhishekbachchan amitabhbachchan,devsaran mayatalwar riyasaran rishitalwar samarjit'sam'talwar,dev and maya are both married to different people  settled into a life of domestic ritual  and convinced that they are happy in their respective relationships  they still yearn for something deeper and more meaningful  which is precisely what they find in each other  drama romance   adultery   extramaritalaffair   shahrukhkhan ranimukerji preityzinta abhishekbachchan amitabhbachchan devsaran mayatalwar riyasaran rishitalwar samarjit sam talwar tarunmansukhani karanjohar
7508,"ishaan awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",18.721,2007-12-21 00:00:00,like stars on earth,8.0,961.0,drama,"['painter','jealousy','parentchildrelationship','father','boardingschool','dyslexia','littleboy','teacher','india','childhood','teachersandstudents']",december,2007.0,advaitchandan,kiranrao,darsheelsafary aamirkhan tiscachopra vipinsharma tanaychheda,ishaannandkishoreawasthi ramshankarnikumbh mayaawasthi nandkishoreawasthi rajandamodaran,ishaan awasthi is an eight year old whose world is filled with wonders that no one else seems to appreciate  colours  fish  dogs  and kites don t seem important to the adults  who are much more interested in things like homework  marks  and neatness  ishaan cannot seem to get anything right in class  he is then sent to boarding school  where his life changes forever  drama   painter   jealousy   parentchildrelationship   father   boardingschool   dyslexia   littleboy   teacher   india   childhood   teachersandstudents   darsheelsafary aamirkhan tiscachopra vipinsharma tanaychheda ishaannandkishoreawasthi ramshankarnikumbh mayaawasthi nandkishoreawasthi rajandamodaran advaitchandan kiranrao
466550,a getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. as a result he is drawn deeper into a dangerous underworld.,15.674,2019-11-01 00:00:00,drive,5.3,48.0,action thriller,['basedonnovelorbook'],november,2019.0,tarunmansukhani,karanjohar,sushantsinghrajput jacquelinefernandez bomanirani pankajtripathi sapnapabbi,samar tara irfan hamid naina,a getaway driver is attracted to a female neighbor whose husband owes money to a local gangster  as a result he is drawn deeper into a dangerous underworld  action thriller   basedonnovelorbook   sushantsinghrajput jacquelinefernandez bomanirani pankajtripathi sapnapabbi samar tara irfan hamid naina tarunmansukhani karanjohar
11854,"per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",15.616,1998-10-16 00:00:00,kuch kuch hota hai,7.6,333.0,romance drama,"['soulmates','friendshipbracelet','love','fallinginlove','unhappiness','childhoodfriends']",october,1998.0,nikkhiladvani,karanjohar,shahrukhkhan kajol ranimukerji salmankhan faridajalal,rahulkhanna anjalisharma tinamalhotra amanmehra mrs.khanna,per her mother s last wish  an 8 year old girl sets out to reunite her father with his college best friend who was in love with him  romance drama   soulmates   friendshipbracelet   love   fallinginlove   unhappiness   childhoodfriends   shahrukhkhan kajol ranimukerji salmankhan faridajalal rahulkhanna anjalisharma tinamalhotra amanmehra mrs khanna nikkhiladvani karanjohar
73582,"lovely singh is extremely respectful of mr rana and his daughter divya. while appointed as divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than divya.",11.58,2011-08-31 00:00:00,bodyguard,5.3,114.0,drama action romance,"['lie','diary','college','remake','train','railroad']",august,2011.0,siddique,vickysidana,salmankhan kareenakapoorkhan maheshmanjrekar rajbabbar asrani,lovelyb.singh divyas.rana ranjanmhatre sartajrana shekhar,lovely singh is extremely respectful of mr rana and his daughter divya  while appointed as divya s bodyguard  he falls in love with a girl he has never met  unaware that she is none other than divya  drama action romance   lie   diary   college   remake   train   railroad   salmankhan kareenakapoorkhan maheshmanjrekar rajbabbar asrani lovelyb singh divyas rana ranjanmhatre sartajrana shekhar siddique vickysidana
560964,a vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,12.369,2019-03-29 00:00:00,junglee,6.7,94.0,action adventure,"['elephant','poacher','jungle','veterinary']",march,2019.0,chuckrussell,yogendramogre,vidyutjammwal poojasawant ashabhat atulkulkarni makranddeshpande,raj shankara meera  guruji,a vet returns home to his father s elephant reserve where he encounters and fights an international poacher s racket action adventure  elephant  poacher  jungle  veterinary  vidyutjammwal poojasawant ashabhat atulkulkarni makranddeshpande raj shankara meera guruji chuckrussell yogendramogre
695958,"when a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",12.006,2021-02-26 00:00:00,the girl on the train,5.8,66.0,drama thriller,"['remake','psychologicalthriller']",february,2021.0,ribhudasgupta,vivekbagrawal,parineetichopra aditiraohydari kirtikulhari totaroychowdhury shamaunahmed,mirakapoor nusrat aaliyashergill dr.hamid anand,when a voyeuristic divorcee fixates on the lives of a perfect couple a far  she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life  drama thriller   remake   psychologicalthriller   parineetichopra aditiraohydari kirtikulhari totaroychowdhury shamaunahmed mirakapoor nusrat aaliyashergill dr hamid anand ribhudasgupta vivekbagrawal
391629,"ronny is a rebellious man, who falls in love with sia but circumstances separate them. years later, ronny learns that sia is abducted by a martial arts champion, raghav.",14.936,2016-04-29 00:00:00,baaghi,6.5,97.0,action thriller romance,"['rebel','martialarts','kidnapping']",april,2016.0,sabbirkhan,sajidnadiadwala,tigershroff shraddhakapoor sunilgrover sudheerbabu sauravchakrabarti,ranveerpratapsingh siakhurana p.p.khurrana raghavshetty biju,ronny is a rebellious man  who falls in love with sia but circumstances separate them  years later  ronny learns that sia is abducted by a martial arts champion  raghav  action thriller romance   rebel   martialarts   kidnapping   tigershroff shraddhakapoor sunilgrover sudheerbabu sauravchakrabarti ranveerpratapsingh siakhurana p p khurrana raghavshetty biju sabbirkhan sajidnadiadwala
138122,several alumni reminisce about their final year at st. theresa's college and the events that shaped their lives.,11.169,2012-10-19 00:00:00,student of the year,5.8,137.0,comedy drama music,"['lovetriangle','competition','jealousy','college','friendship','scavengerhunt','reunion','romance','triathlon']",october,2012.0,,karanjohar,sidharthmalhotra aliabhatt varundhawan rishikapoor bomanirani,abhimanyusingh shanayasinghania rohannanda deanyogendravasisht harikishansanta,several alumni reminisce about their final year at st theresa s college and the events that shaped their lives comedy drama music  lovetriangle  competition  jealousy  college  friendship  scavengerhunt  reunion  romance  triathlon  sidharthmalhotra aliabhatt varundhawan rishikapoor bomanirani abhimanyusingh shanayasinghania rohannanda deanyogendravasisht harikishansanta karanjohar
93519,karan and arjun reincarnate in the different parts of the country. but the faith of their previous mother brings them together in order to avenge their death.,15.768,1995-01-13 00:00:00,karan arjun,6.7,87.0,action thriller,"['reincarnation','revenge']",january,1995.0,anuragsingh,bharatshah,shahrukhkhan salmankhan rakheegulzar kajol mamtakulkarni,arjunsingh/vijay karansingh/ajay durgasingh soniasaxena bindiyasingh,karan and arjun reincarnate in the different parts of the country  but the faith of their previous mother brings them together in order to avenge their death  action thriller   reincarnation   revenge   shahrukhkhan salmankhan rakheegulzar kajol mamtakulkarni arjunsingh vijay karansingh ajay durgasingh soniasaxena bindiyasingh anuragsingh bharatshah
117691,"shahid khan is exiled after impersonating the legendary sultana daku in order to rob british trains. now outcast, shahid becomes a worker at ramadhir singh's colliery, only to spur a revenge battle that passes on to generations. at the turn of the decade, shahid's son, the philandering sardar khan vows to get his father's honor back, becoming the most feared man of wasseypur.",14.655,2012-06-22 00:00:00,gangs of wasseypur - part 1,7.1,301.0,action thriller crime,"['mafia','gang','coalmining']",june,2012.0,anuragkashyap,ajayrai,manojbajpayee richachadha tigmanshudhulia nawazuddinsiddiqui reemasen,sardarkhan nagma ramadhirsingh faizalkhan durga,shahid khan is exiled after impersonating the legendary sultana daku in order to rob british trains  now outcast  shahid becomes a worker at ramadhir singh s colliery  only to spur a revenge battle that passes on to generations  at the turn of the decade  shahid s son  the philandering sardar khan vows to get his father s honor back  becoming the most feared man of wasseypur  action thriller crime   mafia   gang   coalmining   manojbajpayee richachadha tigmanshudhulia nawazuddinsiddiqui reemasen sardarkhan nagma ramadhirsingh faizalkhan durga anuragkashyap ajayrai
363343,"set in the early ’80s and ’90s in gujarat, india, ‘raees’ is a fictitious story of a crime lord named raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",10.656,2017-01-25 00:00:00,raees,6.7,183.0,thriller action crime,"['bootlegger','bootlegging']",january,2017.0,rahuldholakia,gaurikhan,shahrukhkhan mahirakhan nawazuddinsiddiqui mohammedzeeshanayyub sheebachaddha,"raeesalam aasiya ipsjaideepambalalmajmudar sadiq,raees'friendandconfidante raees'mother",set in the early  80s and  90s in gujarat  india   raees  is a fictitious story of a crime lord named raees  who builds an entire empire from scratch  and a police officer who is determined to bring him down  thriller action crime   bootlegger   bootlegging   shahrukhkhan mahirakhan nawazuddinsiddiqui mohammedzeeshanayyub sheebachaddha raeesalam aasiya ipsjaideepambalalmajmudar sadiq raees friendandconfidante raees mother rahuldholakia gaurikhan
348892,a young mute girl from pakistan loses herself in india with no way to head back. a devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,11.861,2015-07-17 00:00:00,bajrangi bhaijaan,7.8,401.0,action comedy drama,"['religion','journey','lostchild']",july,2015.0,kabirkhan,sunillulla,salmankhan kareenakapoorkhan harshaalimalthotra nawazuddinsiddiqui rajeshsharma,pawankumarchaturvedi/bajrangi rasika munni/shahida chandnawab(pakistanireporter) seniorpakistanipoliceofficer,a young mute girl from pakistan loses herself in india with no way to head back  a devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family  action comedy drama   religion   journey   lostchild   salmankhan kareenakapoorkhan harshaalimalthotra nawazuddinsiddiqui rajeshsharma pawankumarchaturvedi bajrangi rasika munni shahida chandnawab pakistanireporter  seniorpakistanipoliceofficer kabirkhan sunillulla
297222,"a stranger in the city asks questions no one has asked before. known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",14.1,2014-12-19 00:00:00,pk,7.7,833.0,comedy drama sciencefiction,"['christianity','islam','society','friendship','hinduism','love','alien','religion','sociology','beliefingod','islamophobia','pakistanvsindia','sikhism','jainism']",december,2014.0,lakshmipriyadevi,rahulnanda,aamirkhan anushkasharma sushantsinghrajput saurabhshukla bomanirani,pk jagat'jaggu'jananisahni sarfrazyousuf tapasvimaharaj cherrybajwa,a stranger in the city asks questions no one has asked before  known only by his initials  the man s innocent questions and childlike curiosity take him on a journey of love  laughter and letting go  comedy drama sciencefiction   christianity   islam   society   friendship   hinduism   love   alien   religion   sociology   beliefingod   islamophobia   pakistanvsindia   sikhism   jainism   aamirkhan anushkasharma sushantsinghrajput saurabhshukla bomanirani pk jagat jaggu jananisahni sarfrazyousuf tapasvimaharaj cherrybajwa lakshmipriyadevi rahulnanda
14072,"a lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",13.329,2008-12-12 00:00:00,rab ne bana di jodi,7.1,230.0,comedy drama romance,[],december,2008.0,yashchopra,adityachopra,shahrukhkhan vinaypathak anushkasharma m.k.raina manmeetsingh,surinder'suri'sahni/rajkapoor balwinder'bobby'khosla taanisahni taani'sfather rajumechanic,a lonely 40 ish man  likely to remain a bachelor  has a chance to find the love of his life when he falls for a vivacious young woman  comedy drama romance    shahrukhkhan vinaypathak anushkasharma m k raina manmeetsingh surinder suri sahni rajkapoor balwinder bobby khosla taanisahni taani sfather rajumechanic yashchopra adityachopra
14194,"jai and ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen mumbai as his next target.",11.573,2006-11-24 00:00:00,dhoom 2,6.6,203.0,drama action thriller crime,"['robbery','sequel','heist','disguise','buddycop','motorcyclechase']",november,2006.0,yashchopra,adityachopra,hrithikroshan abhishekbachchan aishwaryaraibachchan udaychopra bipashabasu,aryan/mr.a jaidixit sunehri alikhan sonalibose/monalibose,jai and ali return  this time on the trail of an international thief who steals priceless artifacts and has chosen mumbai as his next target  drama action thriller crime   robbery   sequel   heist   disguise   buddycop   motorcyclechase   hrithikroshan abhishekbachchan aishwaryaraibachchan udaychopra bipashabasu aryan mr a jaidixit sunehri alikhan sonalibose monalibose yashchopra adityachopra
